ACCESSION	ORGANISM	TAXONOMY	PREVIOUS_GENE	CONTROL_REGION	NEXT_GENE
['NC_019596']	Crotaphatrema lamottei	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Gymnophiona', 'Scolecomorphidae', 'Crotaphatrema']	        tRNA [16395:16465](-) ['tRNA-Pro']	D-loop [16465:17103](+) None	source [0:17103](+) None	
['NC_019629']	Neosalanx taihuensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Stomiati', 'Osmeriformes', 'Neosalanx']	        tRNA [15594:15664](-) ['tRNA-Pro']	D-loop [15664:16549](+) None	source [0:16549](+) None	
['NC_019630']	Onychostoma barbatum	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Cyprinidae', 'Acrossocheilinae', 'Onychostoma']	        tRNA [15584:15655](-) ['tRNA-Pro']	D-loop [15655:16592](+) None	source [0:16592](+) None	
['NC_019804']	Neophema chrysogaster	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Psittaciformes', 'Psittacidae', 'Neophema']	        gene [17963:18034](-) None	tRNA [17963:18034](-) ['tRNA-Tyr']	gene [12658:12723](+) None	
['NC_018794']	Nesopsar nigerrimus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Icteridae', 'Nesopsar']	        tRNA [15503:15574](-) ['tRNA-Glu']	misc_feature [15574:16780](+) None	source [0:16780](+) None	
['NC_018795']	Gnorimopsar chopi	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Icteridae', 'Gnorimopsar']	        tRNA [15497:15568](-) ['tRNA-Glu']	misc_feature [15568:16775](+) None	source [0:16775](+) None	
['NC_018796']	Chrysomus ruficapillus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Icteridae', 'Chrysomus']	        tRNA [15498:15569](-) ['tRNA-Glu']	misc_feature [15569:16773](+) None	source [0:16773](+) None	
['NC_018797']	Oreopsar bolivianus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Icteridae', 'Oreopsar']	        tRNA [15500:15571](-) ['tRNA-Glu']	misc_feature [15571:16777](+) None	source [0:16777](+) None	
['NC_018798']	Agelasticus xanthophthalmus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Icteridae', 'Agelasticus']	        tRNA [15498:15569](-) ['tRNA-Glu']	misc_feature [15569:16769](+) None	source [0:16769](+) None	
['NC_018799']	Chrysomus icterocephalus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Icteridae', 'Chrysomus']	        tRNA [15498:15569](-) ['tRNA-Glu']	misc_feature [15569:16773](+) None	source [0:16773](+) None	
['NC_018800']	Dives dives	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Icteridae', 'Dives']	        tRNA [15495:15566](-) ['tRNA-Glu']	misc_feature [15566:16766](+) None	source [0:16766](+) None	
['NC_018801']	Agelaius phoeniceus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Icteridae', 'Agelaius']	        tRNA [15497:15568](-) ['tRNA-Glu']	misc_feature [15568:16775](+) None	source [0:16775](+) None	
['NC_018802']	Amblyramphus holosericeus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Icteridae', 'Amblyramphus']	        tRNA [15491:15562](-) ['tRNA-Glu']	misc_feature [15562:16768](+) None	source [0:16768](+) None	
['NC_018803']	Quiscalus quiscula	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Icteridae', 'Quiscalus']	        tRNA [15505:15576](-) ['tRNA-Glu']	misc_feature [15576:>16768](+) None	source [0:16768](+) None	
['NC_018804']	Xanthopsar flavus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Icteridae', 'Xanthopsar']	        tRNA [15500:15571](-) ['tRNA-Glu']	misc_feature [15571:16773](+) None	source [0:16773](+) None	
['NC_018805']	Pseudoleistes virescens	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Icteridae', 'Pseudoleistes']	        tRNA [15495:15566](-) ['tRNA-Glu']	misc_feature [15566:16769](+) None	source [0:16769](+) None	
['NC_018806']	Molothrus aeneus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Icteridae', 'Molothrus']	        tRNA [15492:15563](-) ['tRNA-Glu']	misc_feature [15563:16757](+) None	source [0:16757](+) None	
['NC_018807']	Agelasticus thilius	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Icteridae', 'Agelasticus']	        tRNA [15498:15569](-) ['tRNA-Glu']	misc_feature [15569:16771](+) None	source [0:16771](+) None	
['NC_018808']	Curaeus curaeus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Icteridae', 'Curaeus']	        tRNA [15491:15562](-) ['tRNA-Glu']	misc_feature [15562:16771](+) None	source [0:16771](+) None	
['NC_018809']	Pseudoleistes guirahuro	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Icteridae', 'Pseudoleistes']	        tRNA [15496:15567](-) ['tRNA-Glu']	misc_feature [15567:16770](+) None	source [0:16770](+) None	
['NC_018810']	Macroagelaius imthurni	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Icteridae', 'Macroagelaius']	        tRNA [15491:15562](-) ['tRNA-Glu']	misc_feature [15562:16768](+) None	source [0:16768](+) None	
['NC_018811']	Agelaioides badius	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Icteridae', 'Agelaioides']	        tRNA [15497:15568](-) ['tRNA-Glu']	misc_feature [15568:16774](+) None	source [0:16774](+) None	
['NC_018812']	Gymnomystax mexicanus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Icteridae', 'Gymnomystax']	        tRNA [15500:15571](-) ['tRNA-Glu']	misc_feature [15571:16781](+) None	source [0:16781](+) None	
['NC_018813']	Agelasticus cyanopus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Icteridae', 'Agelasticus']	        tRNA [15499:15570](-) ['tRNA-Glu']	misc_feature [15570:16771](+) None	source [0:16771](+) None	
['NC_018827']	Euphagus cyanocephalus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Icteridae', 'Euphagus']	        tRNA [15499:15570](-) ['tRNA-Glu']	misc_feature [15570:16765](+) None	source [0:16765](+) None	
['NC_018778']	Alvinocaris chelys	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Caridea', 'Bresilioidea', 'Alvinocarididae', 'Alvinocaris']	        tRNA [15784:15849](-) ['tRNA-Cys']	tRNA [15849:15910](-) ['tRNA-Tyr']	tRNA [14487:14554](+) ['tRNA-Ile']	
['NC_018341']	Brachymystax lenok	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Protacanthopterygii', 'Salmoniformes', 'Salmonidae', 'Salmoninae', 'Brachymystax']	        tRNA [16691:16763](+) ['tRNA-Thr']	tRNA [16762:16832](-) ['tRNA-Pro']	tRNA [1172:1240](+) ['tRNA-Phe']	
['NC_018342']	Brachymystax lenok tsinlingensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Protacanthopterygii', 'Salmoniformes', 'Salmonidae', 'Salmoninae', 'Brachymystax']	        tRNA [16528:16600](+) ['tRNA-Thr']	tRNA [16599:16669](-) ['tRNA-Pro']	tRNA [1009:1077](+) ['tRNA-Phe']	
['NC_018347']	Bahaba taipingensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Sciaenidae', 'Bahaba']	        tRNA [15604:15674](-) ['tRNA-Pro']	D-loop [15674:16500](+) None	source [0:16500](+) None	
['NC_018361']	Sphaerotheriidae sp. HYS-2012	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Myriapoda', 'Diplopoda', 'Helminthomorpha', 'Sphaerotheriida', 'Sphaerotheriidae']	        tRNA [14797:14858](+) ['tRNA-Trp']	tRNA [14851:14912](-) ['tRNA-Cys']	tRNA [13564:13633](+) ['tRNA-Ile']	
['NC_018771']	Babina adenopleura	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Neobatrachia', 'Ranoidea', 'Ranidae', 'Babina']	        misc_feature order{[18499:18502](+), [18523:18526](+)} None	misc_feature order{[18643:18646](+), [18649:18655](+), [18661:18664](+), [18670:18676](+), [18721:18724](+)} None	tRNA [3159:3231](+) ['tRNA-Leu']	
['NC_019995']	Sinocyclocheilus furcodorsalis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Cyprinidae', 'Cyprininae', 'Sinocyclocheilus']	        tRNA [16439:16511](+) ['tRNA-Thr']	tRNA [16510:16581](-) ['tRNA-Pro']	tRNA [925:995](+) ['tRNA-Phe']	
['NC_019998']	Heleophryne regis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Neobatrachia', 'Hyloidea', 'Heleophrynidae', 'Heleophryne']	        misc_feature [17469:17489](+) None	misc_feature [17518:17536](+) None	misc_feature [17316:17322](+) None	
['NC_019999']	Lechriodus melanopyga	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Neobatrachia', 'Myobatrachoidea', 'Limnodynastidae', 'Lechriodus']	        misc_feature [17516:17542](+) None	misc_feature [17567:17585](+) None	misc_feature [17081:17087](+) None	
['NC_020001']	Sooglossus thomasseti	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Neobatrachia', 'Sooglossoidea', 'Sooglossidae', 'Sooglossus']	        misc_feature order{[15088:15091](+), [15094:15100](+), [15106:15109](+), [15115:15121](+), [15166:15169](+)} None	D-loop [15424:16407](+) None	source [0:16407](+) None	
['NC_020017']	Moschus anhuiensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Moschidae', 'Moschus']	        tRNA [15362:15428](-) ['tRNA-Pro']	D-loop [15428:16351](+) None	source [0:16351](+) None	
['NC_009830']	Acanthurus leucosternon	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Acanthuriformes', 'Acanthuridae', 'Acanthurus']	        tRNA [15609:15679](-) ['tRNA-Pro']	D-loop [15680:16434](+) None	source [0:16434](+) None	
['NC_020002']	Telmatobius bolivianus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Neobatrachia', 'Hyloidea', 'Ceratophryidae', 'Telmatobiinae', 'Telmatobius']	        misc_feature [17285:17305](+) None	misc_feature [17322:17340](+) None	misc_feature [16697:16703](+) None	
['NC_020095']	Homatula variegata	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Nemacheilidae', 'Homatula']	        tRNA [15577:15648](-) ['tRNA-Pro']	D-loop [15648:16571](+) None	source [0:16571](+) None	
['NC_017890']	Triplophysa stoliczkai	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Nemacheilidae', 'Triplophysa']	        tRNA [15584:15654](-) ['tRNA-Pro']	misc_feature [15654:16571](+) None	source [0:16571](+) None	
['NC_018601']	Percocypris pingi	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Cyprinidae', 'Schizothoracinae', 'Percocypris']	        tRNA [15582:15652](-) ['tRNA-Pro']	D-loop [15652:16586](+) None	source [0:16586](+) None	
['NC_018774']	Triplophysa bleekeri	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Nemacheilidae', 'Triplophysa']	        tRNA [15586:15655](-) ['tRNA-Pro']	D-loop [15655:16568](+) None	source [0:16568](+) None	
['NC_018784']	Mobula japanica	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Chondrichthyes', 'Elasmobranchii', 'Batoidea', 'Myliobatiformes', 'Mobula']	        tRNA [15643:15714](-) ['tRNA-Pro']	D-loop [15714:18880](+) None	source [0:18880](+) None	
['NC_018785']	Megophrys shapingensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pelobatoidea', 'Megophryidae', 'Megophrys']	        tRNA [15396:15465](-) ['tRNA-Pro']	D-loop [15465:17631](+) None	source [0:17631](+) None	
['NC_019620']	Aphyocypris kikuchii	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Xenocyprididae', 'Xenocypridinae', 'Aphyocypris']	        tRNA [15600:15670](-) ['tRNA-Pro']	misc_feature [15670:16600](+) None	source [0:16601](+) None	
['NC_020154']	Boulengerula taitana	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Gymnophiona', 'Herpelidae', 'Boulengerula']	        tRNA [15525:15593](-) ['tRNA-Pro']	D-loop [15593:16587](+) None	source [0:16587](+) None	
['NC_020426']	Urocissa erythroryncha	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Corvoidea', 'Corvidae', 'Urocissa']	        tRNA [15511:15583](-) ['tRNA-Glu']	misc_feature [15583:16930](+) ['control region']	source [0:16930](+) None	
['NC_020355']	Blicca bjoerkna	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Leuciscidae', 'Leuciscinae', 'Blicca']	        tRNA [15604:15674](-) ['tRNA-Pro']	misc_feature [15605:16605](+) None	source [0:16605](+) None	
['NC_020356']	Abramis brama	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Leuciscidae', 'Leuciscinae', 'Abramis']	        tRNA [15606:15676](-) ['tRNA-Pro']	misc_feature [15676:16607](+) None	source [0:16607](+) None	
['NC_020358']	Phoxinus phoxinus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Leuciscidae', 'Phoxininae', 'Phoxinus']	        tRNA [15606:15676](-) ['tRNA-Pro']	misc_feature [15676:17859](+) None	source [0:17859](+) None	
['NC_020144']	Urochela quadrinotata	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Paraneoptera', 'Hemiptera', 'Heteroptera', 'Panheteroptera', 'Pentatomomorpha', 'Pentatomoidea', 'Urostylididae', 'Urochela']	        rRNA [13658:14285](-) ['s-rRNA']	misc_feature [14285:16587](-) None	source [0:16587](+) None	
['NC_020155']	Geotrypetes seraphini	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Gymnophiona', 'Geotrypetes']	        tRNA [15516:15582](-) ['tRNA-Pro']	D-loop [15582:16293](+) None	source [0:16293](+) None	
['NC_020326']	Rhinolophus ferrumequinum quelpartis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Chiroptera', 'Microchiroptera', 'Rhinolophidae', 'Rhinolophinae', 'Rhinolophus']	        tRNA [15374:15441](-) ['tRNA-Pro']	D-loop [15548:16870](+) None	source [0:16870](+) None	
['NC_020357']	Leucaspius delineatus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Leuciscidae', 'Leuciscinae', 'Leucaspius']	        tRNA [15606:15676](-) ['tRNA-Pro']	misc_feature [15676:16602](+) None	source [0:16602](+) None	
['NC_020423']	Gracupica nigricollis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Sturnidae', 'Gracupica']	        tRNA [15514:15586](-) ['tRNA-Glu']	misc_feature [15586:16839](+) None	source [0:16839](+) None	
['NC_020424']	Oriolus chinensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Corvoidea', 'Corvidae', 'Oriolus']	        tRNA [15511:15581](-) ['tRNA-Glu']	misc_feature [15581:16803](+) None	source [0:16803](+) None	
['NC_020348']	Ommastrephes bartramii	['Eukaryota', 'Metazoa', 'Spiralia', 'Lophotrochozoa', 'Mollusca', 'Cephalopoda', 'Coleoidea', 'Decapodiformes', 'Teuthida', 'Oegopsina', 'Ommastrephidae', 'Ommastrephes']	        tRNA [19678:19745](-) ['tRNA-Gln']	misc_feature [19745:20308](+) None	source [0:20308](+) None	
['NC_015078']	Brachyhypopomus occidentalis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Gymnotiformes', 'Sternopygoidei', 'Hypopomidae', 'Brachyhypopomus']	        tRNA [15513:15582](-) ['tRNA-Pro']	D-loop [15582:16542](+) None	source [0:16542](+) None	
['NC_015081']	Heterotis niloticus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Osteoglossocephala', 'Osteoglossomorpha', 'Osteoglossiformes', 'Osteoglossidae', 'Heterotis']	        tRNA [15600:15669](-) ['tRNA-Pro']	D-loop [15669:16551](+) None	source [0:16551](+) None	
['NC_015082']	Hiodon tergisus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Osteoglossocephala', 'Osteoglossomorpha', 'Hiodontiformes', 'Hiodontidae', 'Hiodon']	        tRNA [15642:15712](-) ['tRNA-Pro']	D-loop [15712:16620](+) None	source [0:16620](+) None	
['NC_015086']	Genyomyrus donnyi	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Osteoglossocephala', 'Osteoglossomorpha', 'Osteoglossiformes', 'Mormyridae', 'Genyomyrus']	        tRNA [15649:15719](-) ['tRNA-Pro']	D-loop [15719:16697](+) None	source [0:16697](+) None	
